date,Cumulative_solar_power,kWh electricity/day,Gas/day
25/07/2019,31017,-13,0
26/07/2019,31040,-14,0
27/07/2019,31061,-10,0
28/07/2019,31064,10,0
29/07/2019,31078,0,0
30/07/2019,31093,-2,0
31/07/2019,31114,-9,0
1/08/2019,31129,0,0
2/08/2019,31144,1,0
3/08/2019,31166,-7,0
4/08/2019,31173,9,0
5/08/2019,31190,-6,0
6/08/2019,31207,-4,0
7/08/2019,31224,-4,0
8/08/2019,31245,-10,0
9/08/2019,31266,-8,0
10/08/2019,31277,0,0
11/08/2019,31298,-8,0
12/08/2019,31311,2,0
13/08/2019,31322,6,1
14/08/2019,31336,3,3
15/08/2019,31348,1,3
16/08/2019,31361,2,2
17/08/2019,31375,-5,1
18/08/2019,31380,15,1
19/08/2019,31395,0,1
20/08/2019,31410,0,1
21/08/2019,31432,-6,2
22/08/2019,31454,-8,2
23/08/2019,31478,-9,2
24/08/2019,31500,0,1
25/08/2019,31522,-15,2
26/08/2019,31542,-6,1
27/08/2019,31561,-7,1
28/08/2019,31580,-9,0
29/08/2019,31596,1,1
30/08/2019,31616,-6,0
31/08/2019,31638,-10,1
1/09/2019,31653,-1,1
2/09/2019,31670,-5,2
3/09/2019,31687,-6,2
4/09/2019,31695,8,2
5/09/2019,31704,7,2
6/09/2019,31712,7,4
7/09/2019,31729,3,4
8/09/2019,31739,1,5
9/09/2019,31759,1,4
10/09/2019,31775,-1,5
11/09/2019,31790,0,4
12/09/2019,31794,8,5
13/09/2019,31809,-1,1
14/09/2019,31821,4,2
15/09/2019,31832,-4,3
16/09/2019,31840,4,2
17/09/2019,31865,4,2
18/09/2019,31879,4,4
19/09/2019,31888,4,5
20/09/2019,31900,5,5
21/09/2019,31916,-7,6
22/09/2019,31933,2,4
23/09/2019,31942,3,2
24/09/2019,31955,2,2
25/09/2019,31958,12,4
26/09/2019,31963,14,4
27/09/2019,31966,14,4
28/09/2019,31976,8,6
29/09/2019,31984,6,4
30/09/2019,31990,10,5
1/10/2019,31997,9,5
2/10/2019,32002,11,5
3/10/2019,32011,10,7
4/10/2019,32015,10,7
5/10/2019,32018,13,8
6/10/2019,32025,11,8
7/10/2019,32028,15,8
8/10/2019,32031,16,8
9/10/2019,32037,10,8
10/10/2019,32043,6,8
11/10/2019,32053,7,8
12/10/2019,32055,15,7
13/10/2019,32060,12,6
14/10/2019,32067,12,3
15/10/2019,32075,7,4
16/10/2019,32080,13,4
17/10/2019,32087,12,7
18/10/2019,32094,11,6
19/10/2019,32094,11,6
20/10/2019,32099,14,9
21/10/2019,32101,13,7
22/10/2019,32103,14,8
23/10/2019,32111,9,7
24/10/2019,32118,9,6
25/10/2019,32126,11,5
26/10/2019,32131,8,7
27/10/2019,32138,9,5
28/10/2019,32145,11,8
29/10/2019,32149,11,9
30/10/2019,32155,16,11
31/10/2019,32160,9,11
1/11/2019,32170,9,16
2/11/2019,32172,14,11
3/11/2019,32176,12,9
4/11/2019,32178,9,8
5/11/2019,32184,7,10
6/11/2019,32189,11,10
7/11/2019,32193,10,10
8/11/2019,32196,10,12
9/11/2019,32203,7,13
10/11/2019,32208,8,14
11/11/2019,32215,8,13
12/11/2019,32216,17,15
13/11/2019,32223,8,14
14/11/2019,32226,13,15
15/11/2019,32229,12,14
16/11/2019,32231,12,15
17/11/2019,32235,13,14
18/11/2019,32238,13,14
19/11/2019,32238,13,15
20/11/2019,32244,9,16
21/11/2019,32249,11,16
22/11/2019,32252,15,17
23/11/2019,32256,10,16
24/11/2019,32258,15,14
25/11/2019,32262,7,13
26/11/2019,32266,12,12
27/11/2019,32267,15,12
28/11/2019,32268,15,11
29/11/2019,32269,15,12
30/11/2019,32274,12,13
1/12/2019,32279,12,14
2/12/2019,32281,16,16
3/12/2019,32284,14,17
4/12/2019,32288,10,16
5/12/2019,32293,10,17
6/12/2019,32296,14,18
7/12/2019,32296,18,18
8/12/2019,32297,15,13
9/12/2019,32301,14,13
10/12/2019,32302,14,14
11/12/2019,32304,14,15
12/12/2019,32306,13,16
13/12/2019,32308,14,15
14/12/2019,32308,14,16
15/12/2019,32310,15,16
16/12/2019,32312,13,14
17/12/2019,32313,16,13
18/12/2019,32316,18,12
19/12/2019,32319,17,13
20/12/2019,32321,17,11
21/12/2019,32321,19,12
22/12/2019,32322,15,12
23/12/2019,32323,19,12
24/12/2019,32324,15,14
25/12/2019,32326,20,13
26/12/2019,32327,17,12
27/12/2019,32329,11,14
28/12/2019,32330,16,13
29/12/2019,32333,18,15
30/12/2019,32336,15,16
31/12/2019,32340,7,16
1/01/2020,32342,20,16
2/01/2020,32343,18,16
3/01/2020,32344,15,14
4/01/2020,32345,17,14
5/01/2020,32346,17,15
6/01/2020,32347,16,12
7/01/2020,32352,12,14
8/01/2020,32354,15,14
9/01/2020,32355,17,11
10/01/2020,32355,17,11
11/01/2020,32359,11,12
12/01/2020,32363,16,14
13/01/2020,32364,15,13
14/01/2020,32367,16,13
15/01/2020,32367,19,13
16/01/2020,32368,14,11
17/01/2020,32373,10,14
18/01/2020,32375,12,13
19/01/2020,32381,14,15
20/01/2020,32384,8,14
21/01/2020,32387,10,16
22/01/2020,32390,22,16
23/01/2020,32391,16,16
24/01/2020,32393,10,15
25/01/2020,32394,16,18
26/01/2020,32395,16,17
27/01/2020,32400,12,14
28/01/2020,32402,16,13
29/01/2020,32406,14,16
30/01/2020,32410,15,16
31/01/2020,32412,15,15
1/02/2020,32414,10,12
2/02/2020,32416,14,11
3/02/2020,32418,17,11
4/02/2020,32420,13,11
5/02/2020,32422,17,14
6/02/2020,32425,12,13
7/02/2020,32431,10,15
8/02/2020,32439,10,16
9/02/2020,32441,15,13
10/02/2020,32443,13,14
11/02/2020,32446,13,14
12/02/2020,32450,13,16
13/02/2020,32458,8,16
14/02/2020,32462,17,17
15/02/2020,32466,11,13
16/02/2020,32470,14,11
17/02/2020,32474,14,11
18/02/2020,32480,9,15
19/02/2020,32487,9,12
20/02/2020,32493,14,15
21/02/2020,32495,15,14
22/02/2020,32500,13,16
23/02/2020,32501,14,15
24/02/2020,32502,17,12
25/02/2020,32503,16,14
26/02/2020,32508,12,14
27/02/2020,32513,11,17
28/02/2020,32515,17,17
29/02/2020,32520,9,18
1/03/2020,32525,14,14
2/03/2020,32530,14,14
3/03/2020,32533,12,16
4/03/2020,32540,10,15
5/03/2020,32547,14,14
6/03/2020,32548,17,13
7/03/2020,32552,14,15
8/03/2020,32559,8,13
9/03/2020,32561,18,14
10/03/2020,32570,8,13
11/03/2020,32572,19,13
12/03/2020,32582,4,10
13/03/2020,32592,8,12
14/03/2020,32600,9,13
15/03/2020,32605,11,12
16/03/2020,32611,18,11
17/03/2020,32619,8,10
18/03/2020,32636,1,11
19/03/2020,32649,4,11
20/03/2020,32657,10,9
21/03/2020,32659,15,12
22/03/2020,32676,1,13
23/03/2020,32697,1,13
24/03/2020,32718,-1,14
25/03/2020,32739,-2,13
26/03/2020,32760,0,13
27/03/2020,32780,-1,12
28/03/2020,32799,-1,12
29/03/2020,32819,-3,11
30/03/2020,32834,5,14
31/03/2020,32843,12,14
1/04/2020,32866,-3,13
2/04/2020,32888,-5,13
3/04/2020,32896,11,13
4/04/2020,32918,-6,12
5/04/2020,32939,0,11
6/04/2020,32962,-5,7
7/04/2020,32977,1,7
8/04/2020,32998,-4,5
9/04/2020,33020,-5,4
10/04/2020,33043,-4,4
11/04/2020,33066,-6,4
12/04/2020,33088,-6,4
13/04/2020,33106,-1,4
14/04/2020,33133,-13,8
15/04/2020,33154,-3,9
16/04/2020,33177,-4,9
17/04/2020,33198,-6,6
18/04/2020,33220,-8,5
19/04/2020,33229,7,7
20/04/2020,33246,4,6
21/04/2020,33271,-12,5
22/04/2020,33296,-8,6
23/04/2020,33322,-7,4
24/04/2020,33346,-4,3
25/04/2020,33374,-11,3
26/04/2020,33401,-12,8
27/04/2020,33427,-5,5
28/04/2020,33452,-9,4
29/04/2020,33458,11,7
30/04/2020,33470,8,7
1/05/2020,33491,-6,6
2/05/2020,33507,3,9
3/05/2020,33533,-8,8
4/05/2020,33547,6,7
5/05/2020,33569,-2,6
6/05/2020,33600,-14,7
7/05/2020,33628,-8,6
8/05/2020,33648,-1,4
9/05/2020,33666,-4,3
10/05/2020,33691,-9,2
11/05/2020,33698,10,3
12/05/2020,33720,0,9
13/05/2020,33738,-4,7
14/05/2020,33754,0,8
15/05/2020,33784,-13,9
16/05/2020,33805,-5,8
17/05/2020,33829,-8,6
18/05/2020,33853,-4,5
19/05/2020,33879,-11,3
20/05/2020,33908,-12,2
21/05/2020,33935,-10,0
22/05/2020,33963,-11,1
23/05/2020,33976,1,1
24/05/2020,34002,-10,2
25/05/2020,34009,7,4
26/05/2020,34035,-9,2
27/05/2020,34062,-9,2
28/05/2020,34091,-14,1
29/05/2020,34121,-14,1
30/05/2020,34149,-14,2
31/05/2020,34177,-8,1
1/06/2020,34205,-14,0
2/06/2020,34230,-11,1
3/06/2020,34257,-12,1
4/06/2020,34280,-3,1
5/06/2020,34288,5,2
6/06/2020,34302,2,5
7/06/2020,34320,-2,7
8/06/2020,34337,0,5
9/06/2020,34347,5,5
10/06/2020,34356,10,6
11/06/2020,34368,4,3
12/06/2020,34388,-3,2
13/06/2020,34402,-2,2
14/06/2020,34426,-7,1
15/06/2020,34442,0,1
16/06/2020,34468,-11,1
17/06/2020,34490,-10,1
18/06/2020,34503,1,1
19/06/2020,34529,-9,1
20/06/2020,34551,-8,0
21/06/2020,34575,-9,1
22/06/2020,34588,2,1
23/06/2020,34613,-13,1
24/06/2020,34642,-14,1
25/06/2020,34670,-14,1
26/06/2020,34698,-15,1
27/06/2020,34715,-5,1
28/06/2020,34730,-1,1
29/06/2020,34756,-11,0
30/06/2020,34773,-1,1
1/07/2020,34789,8,1
2/07/2020,34799,-3,1
3/07/2020,34813,3,1
4/07/2020,34836,-7,1
5/07/2020,34843,7,3
6/07/2020,34860,-9,3
7/07/2020,34886,0,1
8/07/2020,34903,-2,0
9/07/2020,34908,10,3
10/07/2020,34922,4,1
11/07/2020,34950,-11,2
12/07/2020,34975,-11,1
13/07/2020,35002,-13,2
14/07/2020,35031,-14,0
15/07/2020,35039,9,1
16/07/2020,35049,7,3
17/07/2020,35058,7,1
18/07/2020,35074,1,2
19/07/2020,35099,-13,1
20/07/2020,35122,-8,0
21/07/2020,35141,-5,1
22/07/2020,35170,-12,1
23/07/2020,35194,-9,2
24/07/2020,35217,-6,0
25/07/2020,35226,6,1
26/07/2020,35235,7,1
27/07/2020,35255,-1,1
28/07/2020,35272,-2,1
29/07/2020,35289,-1,1
30/07/2020,35314,-10,1
31/07/2020,35341,-14,0
1/08/2020,35364,-9,1
2/08/2020,35385,-7,1
3/08/2020,35408,-5,1
4/08/2020,35418,6,1
5/08/2020,35441,-8,1
6/08/2020,35467,-13,1
7/08/2020,35492,-12,1
8/08/2020,35512,-5,1
9/08/2020,35535,-12,0
10/08/2020,35558,-12,0
11/08/2020,35580,-10,0
12/08/2020,35600,-9,0
13/08/2020,35621,-11,0
14/08/2020,35635,-4,0
15/08/2020,35652,-4,0
16/08/2020,35662,4,0
17/08/2020,35674,-1,0
18/08/2020,35692,-3,0
19/08/2020,35709,-1,0
20/08/2020,35722,0,0
21/08/2020,35737,-1,0
22/08/2020,35758,-3,0
23/08/2020,35772,-1,0
24/08/2020,35785,-1,0
25/08/2020,35802,1,0
26/08/2020,35811,7,1
27/08/2020,35819,9,2
28/08/2020,35827,9,2
29/08/2020,35837,6,3
30/08/2020,35848,7,3
31/08/2020,35856,11,3
1/09/2020,35869,3,3
2/09/2020,35880,6,4
3/09/2020,35896,2,3
4/09/2020,35902,11,2
5/09/2020,35917,5,2
6/09/2020,35934,-1,3
7/09/2020,35947,4,3
8/09/2020,35964,0,4
9/09/2020,35968,17,3
10/09/2020,35976,6,2
11/09/2020,35996,-3,2
12/09/2020,36013,1,3
13/09/2020,36027,1,3
14/09/2020,36046,-1,2
15/09/2020,36063,1,2
16/09/2020,36080,1,1
17/09/2020,36098,-4,1
18/09/2020,36116,-1,3
19/09/2020,36134,3,1
20/09/2020,36148,2,1
21/09/2020,36165,0,2
22/09/2020,36181,4,2
23/09/2020,36197,1,3
24/09/2020,36204,12,3
25/09/2020,36212,12,5
26/09/2020,36217,16,7
27/09/2020,36231,3,8
28/09/2020,36237,14,5
29/09/2020,36238,19,6
30/09/2020,36246,9,5
1/10/2020,36253,14,4
2/10/2020,36257,19,5
3/10/2020,36261,15,7
4/10/2020,36264,15,6
5/10/2020,36274,9,8
6/10/2020,36280,16,7
7/10/2020,36291,7,7
8/10/2020,36296,14,7
9/10/2020,36299,18,7
10/10/2020,36307,8,7
11/10/2020,36313,14,9
12/10/2020,36323,9,9
13/10/2020,36332,15,8
14/10/2020,36336,16,9
15/10/2020,36341,16,10
16/10/2020,36349,18,8
17/10/2020,36354,14,10
18/10/2020,36360,12,9
19/10/2020,36365,16,9
20/10/2020,36372,16,8
21/10/2020,36374,20,8
22/10/2020,36380,12,7
23/10/2020,36385,16,6
24/10/2020,36393,9,5
25/10/2020,36396,14,6
26/10/2020,36398,17,8
27/10/2020,36402,19,9
28/10/2020,36405,13,9
29/10/2020,36409,15,10
30/10/2020,36412,17,9
31/10/2020,36415,16,8
1/11/2020,36419,15,7
2/11/2020,36422,19,6
3/11/2020,36424,16,5
4/11/2020,36430,15,9
5/11/2020,36437,12,11
6/11/2020,36445,16,11
7/11/2020,36453,13,13
8/11/2020,36461,12,11
9/11/2020,36466,14,10
10/11/2020,36469,14,9
